"","V3","V3.1","V3.2","V3.3","V1","V1.1","V1.2","V2","V3.4","V2.1","V2.2","V1.3","V2.3","V3.5","V3.6","V3.7","V2.4","V1.4","V1.5","V1.6","V1.7","V3.8","V1.8","V1.9","V1.10","V1.11","V3.9","V2.5","V1.12"
"1",1.16071428571429,1.21428571428571,1.10169491525424,1.05084745762712,1.21428571428571,1.05084745762712,1.10169491525424,1,1,1.21428571428571,1.04838709677419,1.05357142857143,1.05084745762712,1.04838709677419,1,1,1.05084745762712,1.10169491525424,1.05084745762712,1.05084745762712,1.05084745762712,1,1.05357142857143,1.04838709677419,1.05084745762712,1.10714285714286,1,1.16071428571429,1.04838709677419
