"","V1","V2","V3"
"1",0.387978142076503,0.306010928961749,0.306010928961749
"2",0.32183908045977,0.32183908045977,0.35632183908046
"3",0.362573099415205,0.292397660818713,0.345029239766082
"4",0.327485380116959,0.327485380116959,0.345029239766082
"5",0.327485380116959,0.327485380116959,0.345029239766082
"6",0.355191256830601,0.289617486338798,0.355191256830601
"7",0.338541666666667,0.322916666666667,0.338541666666667
"8",0.343915343915344,0.328042328042328,0.328042328042328
"9",0.28042328042328,0.391534391534392,0.328042328042328
"10",0.348717948717949,0.348717948717949,0.302564102564103
"11",0.343915343915344,0.343915343915344,0.312169312169312
"12",0.301075268817204,0.365591397849462,0.333333333333333
"13",0.328042328042328,0.391534391534392,0.28042328042328
"14",0.309941520467836,0.292397660818713,0.39766081871345
"15",0.375661375661376,0.28042328042328,0.343915343915344
"16",0.311111111111111,0.311111111111111,0.377777777777778
"17",0.317204301075269,0.317204301075269,0.365591397849462
"18",0.306010928961749,0.33879781420765,0.355191256830601
"19",0.391534391534392,0.28042328042328,0.328042328042328
"20",0.371584699453552,0.322404371584699,0.306010928961749
"21",0.291666666666667,0.307291666666667,0.401041666666667
"22",0.343915343915344,0.312169312169312,0.343915343915344
"23",0.28042328042328,0.312169312169312,0.407407407407407
"24",0.322916666666667,0.322916666666667,0.354166666666667
"25",0.296296296296296,0.343915343915344,0.35978835978836
"26",0.35978835978836,0.312169312169312,0.328042328042328
"27",0.371584699453552,0.322404371584699,0.306010928961749
"28",0.338541666666667,0.322916666666667,0.338541666666667
"29",0.343915343915344,0.312169312169312,0.343915343915344
"30",0.312169312169312,0.296296296296296,0.391534391534392
"31",0.354166666666667,0.291666666666667,0.354166666666667
"32",0.296296296296296,0.343915343915344,0.35978835978836
"33",0.28494623655914,0.333333333333333,0.381720430107527
"34",0.333333333333333,0.301075268817204,0.365591397849462
"35",0.365591397849462,0.268817204301075,0.365591397849462
"36",0.369791666666667,0.291666666666667,0.338541666666667
"37",0.327777777777778,0.377777777777778,0.294444444444444
"38",0.328042328042328,0.375661375661376,0.296296296296296
"39",0.312169312169312,0.343915343915344,0.343915343915344
"40",0.317204301075269,0.301075268817204,0.381720430107527
"41",0.312169312169312,0.312169312169312,0.375661375661376
"42",0.33879781420765,0.33879781420765,0.322404371584699
"43",0.354166666666667,0.322916666666667,0.322916666666667
"44",0.397849462365591,0.28494623655914,0.317204301075269
"45",0.312169312169312,0.343915343915344,0.343915343915344
"46",0.343915343915344,0.343915343915344,0.312169312169312
"47",0.327777777777778,0.311111111111111,0.361111111111111
"48",0.349462365591398,0.317204301075269,0.333333333333333
"49",0.35978835978836,0.296296296296296,0.343915343915344
"50",0.343915343915344,0.343915343915344,0.312169312169312
"51",0.327777777777778,0.327777777777778,0.344444444444444
"52",0.311111111111111,0.344444444444444,0.344444444444444
"53",0.291666666666667,0.385416666666667,0.322916666666667
"54",0.343915343915344,0.328042328042328,0.328042328042328
"55",0.307291666666667,0.385416666666667,0.307291666666667
"56",0.357575757575758,0.321212121212121,0.321212121212121
"57",0.291666666666667,0.291666666666667,0.416666666666667
"58",0.301075268817204,0.349462365591398,0.349462365591398
"59",0.317204301075269,0.381720430107527,0.301075268817204
"60",0.348717948717949,0.348717948717949,0.302564102564103
"61",0.338541666666667,0.322916666666667,0.338541666666667
"62",0.276041666666667,0.369791666666667,0.354166666666667
"63",0.385416666666667,0.322916666666667,0.291666666666667
"64",0.291666666666667,0.338541666666667,0.369791666666667
"65",0.299435028248588,0.282485875706215,0.418079096045198
"66",0.299435028248588,0.299435028248588,0.401129943502825
"67",0.309941520467836,0.292397660818713,0.39766081871345
"68",0.333333333333333,0.350282485875706,0.31638418079096
"69",0.349462365591398,0.301075268817204,0.349462365591398
"70",0.327777777777778,0.344444444444444,0.327777777777778
"71",0.381720430107527,0.317204301075269,0.301075268817204
"72",0.387978142076503,0.322404371584699,0.289617486338798
"73",0.296296296296296,0.391534391534392,0.312169312169312
"74",0.343434343434343,0.313131313131313,0.343434343434343
"75",0.291666666666667,0.369791666666667,0.338541666666667
"76",0.296296296296296,0.35978835978836,0.343915343915344
"77",0.333333333333333,0.28494623655914,0.381720430107527
"78",0.377777777777778,0.277777777777778,0.344444444444444
"79",0.35978835978836,0.312169312169312,0.328042328042328
"80",0.349462365591398,0.317204301075269,0.333333333333333
"81",0.307291666666667,0.354166666666667,0.338541666666667
"82",0.33879781420765,0.289617486338798,0.371584699453552
"83",0.339393939393939,0.321212121212121,0.339393939393939
"84",0.321212121212121,0.339393939393939,0.339393939393939
"85",0.327777777777778,0.327777777777778,0.344444444444444
"86",0.317204301075269,0.301075268817204,0.381720430107527
"87",0.350282485875706,0.31638418079096,0.333333333333333
"88",0.312169312169312,0.375661375661376,0.312169312169312
"89",0.353233830845771,0.3681592039801,0.278606965174129
"90",0.35978835978836,0.296296296296296,0.343915343915344
"91",0.328042328042328,0.35978835978836,0.312169312169312
"92",0.35978835978836,0.343915343915344,0.296296296296296
"93",0.33879781420765,0.33879781420765,0.322404371584699
"94",0.333333333333333,0.333333333333333,0.333333333333333
"95",0.348717948717949,0.287179487179487,0.364102564102564
"96",0.317948717948718,0.333333333333333,0.348717948717949
"97",0.307291666666667,0.354166666666667,0.338541666666667
"98",0.312169312169312,0.391534391534392,0.296296296296296
"99",0.322916666666667,0.322916666666667,0.354166666666667
"100",0.282828282828283,0.373737373737374,0.343434343434343
"101",0.401041666666667,0.291666666666667,0.307291666666667
"102",0.365591397849462,0.28494623655914,0.349462365591398
"103",0.291666666666667,0.385416666666667,0.322916666666667
"104",0.333333333333333,0.349462365591398,0.317204301075269
"105",0.317948717948718,0.302564102564103,0.37948717948718
"106",0.353233830845771,0.263681592039801,0.383084577114428
"107",0.333333333333333,0.349462365591398,0.317204301075269
"108",0.328282828282828,0.313131313131313,0.358585858585859
"109",0.307291666666667,0.307291666666667,0.385416666666667
"110",0.28042328042328,0.375661375661376,0.343915343915344
