"","V2","V2.1","V2.2","V1","V2.3","V3","V2.4","V1.1","V2.5","V3.1","V1.2","V2.6","V1.3","V2.7","V1.4","V2.8","V3.2","V2.9","V3.3","V2.10","V3.4","V1.5","V3.5","V2.11","V2.12","V3.6","V2.13","V3.7","V2.14"
"1",1.05660377358491,1,1.11320754716981,1.05357142857143,1.05660377358491,1.05357142857143,1.11320754716981,1.10714285714286,1,1,1.10714285714286,1.05660377358491,1.11320754716981,1.10714285714286,1.05357142857143,1.12,1,1.05357142857143,1.05357142857143,1.05357142857143,1,1.05357142857143,1,1.24,1.05357142857143,1,1,1,1.16981132075472
